[00:00:00] 大家好,我是小骏
[00:53:59] 就刚才提到
[00:54:01] 能做好的模型或做好的AI产品是
[00:54:03] 对所有科技公司的一个大考
[00:54:05] 做不好可能就是要被淘汰的
[00:54:08] 做的好可能就是受到投资者喜欢的
[00:54:12] 好的 again这里不作为投资建议
[00:54:15] 那除了这个硅谷玉三家
[00:54:18] 我们也点评一下Meta TBD和XCI吧
[00:54:21] 你看一季度Meta在重金挖人之后
[00:54:24] 开始交作业了
[00:54:26] 你看好小扎和三道王主导的Meta大模型
[00:54:30] 他们到底在batt什么呀
[00:54:33] 有机会的挑战者
[00:54:34] 其实已经取代了XCI
[00:54:36] 成为了硅谷4号种子的选手
[00:54:39] 其实Meta TBD这个team人才密度是很高的
[00:54:43] 也知道各家的know-how
[00:54:45] 因为他们从各个AI lab汇聚过来
[00:54:47] 其实进步速度是很陡峭的
[00:54:49] 9到10个月做出了一个还不错的model
[00:54:52] 我觉得长期模型能力上是有机会catch up tier1
[00:54:57] 其实你看他们思路也比较简单
[00:54:59] 就是七八成就学Google对标Gemini对吧
[00:55:03] 也有nono banana
[00:55:05] 他们也有一个mongo文生图的模型
[00:55:08] 多么泰模型嘛
[00:55:09] 另外可能20%也学open AI吧
[00:55:12] 就是open AI的post train和R2做的比较好
[00:55:15] 但是我感觉Meta这边的产品战略还不知道是不是清楚
[00:55:20] 即便他未来有一个好的model了
[00:55:23] 但总是要把这个好的model
[00:55:25] 最后deliver到产品上的
[00:55:27] 我感觉以Meta的特点可能还是做个人助理
[00:55:31] 个人朋友会好吧
[00:55:33] 或者就是把open cloud做一个更低门槛的
[00:55:37] 包括你看他们收购了Manus
[00:55:39] 如果真的能用好Manus有可能也是挺有机会的
[00:55:42] 我觉得是后面比较期待Meta到底推出什么样的agent的产品
[00:55:48] 但说实话我是感觉中国公司的
[00:55:50] 中国团队的产品创新力都比Meta要强的
[00:55:53] 其实硅谷公司是擅长技术模型这个layer的创新
[00:55:58] 其实中国团队是擅长产品的创新的
[00:56:02] 我是觉得Meta产品创新力并没有字节那么强
[00:56:06] 其实你产品和模型code design一起做好
[00:56:09] 向下反推模型可能也是一个思路
[00:56:12] 但另外就是长期看我不知道Meta这个团队稳定不稳定吧
[00:56:17] 因为砸钱这个文化也不知道是不是健康的
[00:56:20] 因为你砸钱很多钱
[00:56:22] 很多人就是为了赚钱
[00:56:24] 就在这先苟着
[00:56:27] 先deliver成绩单好了
[00:56:30] 就
[00:56:31] 可能就不容易take a risk
[00:56:34] 愿意去冒险
[00:56:35] 我感觉OpenAI还是愿意冒险的一个文化和组织
[00:56:38] 创新力是比较强的
[00:56:40] Minus被吸收进了Meta
[00:56:42] 他们现在有什么整合动作吗
[00:56:45] 对我之前以为会集成到WhatsApp和inst
[00:56:49] 但好像一直还没做
[00:56:50] Minus的收入涨得挺快的
[00:56:53] 非常快
[00:56:54] 因为这个产品
[00:56:55] 因为大家一直在喊Harness这个概念
[00:56:58] 其实Minus
[00:56:59] 我感觉是Harness的鼻祖
[00:57:01] 是一个独立团队
[00:57:03] 把Harness这些东西做得很好
[00:57:05] 今天模型公司把Harness这个概念
[00:57:07] 像宗教一样喊出去了
[00:57:09] 其实Minus更像是Harness的鼻祖吧
[00:57:13] 看看后面能不能整合吧
[00:57:15] 主要可能是跟TBD的关系
[00:57:19] 你觉得Minus进入到Meta会发展的更好吗
[00:57:22] 不知道
[00:57:24] 你觉得Minus卖便宜了还是卖贵了
[00:57:27] 卖便宜了
[00:57:29] 肯定卖便宜了
[00:57:31] 但是再过一两个月
[00:57:33] Opus都出来了
[00:57:35] Minus还怎么卖呀
[00:57:36] 我是感觉AI的Beta更重要
[00:57:39] 整个大水漫灌
[00:57:41] 每个人都往上涨
[00:57:43] 就是有可能我们今天不需要想终局问题
[00:57:47] 大水漫灌
[00:57:48] 每个人都涨得很快
[00:57:50] 就是Minus当时如果更快
[00:57:53] 是可能有机会
[00:57:55] 更快更早的做到一个billion
[00:57:57] 两个billion的AR
[00:57:59] 有可能它今天就是一个百亿美金股制
[00:58:01] 其实中年可能还可以更快
[00:58:05] 好的
[00:58:06] 那马斯克的FCAI呢
[00:58:08] 他们最近也是刚刚经历了人事的大震荡
[00:58:12] 那不到底发生了什么
[00:58:13] 我感觉跟他们错过整个coding的赛道也有关系
[00:58:16] 对吧
[00:58:17] 以及我在想为什么马斯克
[00:58:19] 他能够把Tesla FSD做的挺好的
[00:58:22] 做FCA却不行呢
[00:58:24] 就是做FSD和FCA这种大模型
[00:58:27] 它的本质差异是什么呀
[00:58:29] 对
[00:58:30] 我感觉XCI短期是有点掉队的
[00:58:33] 因为最核心团队其实都离开了
[00:58:36] 其实founding team都挺强的
[00:58:38] 都是世界级的
[00:58:39] 国动 自航 托尼这些
[00:58:41] 我觉得短期XCI是挺难的
[00:58:44] 至少可能现在不在一个正确的路径上吧
[00:58:47] 除非说Elon哪天又大调整了
[00:58:50] 就是你说他最重要的问题
[00:58:53] 我觉得还是战略摇摆吧
[00:58:56] 最初可能Elon相信大力出击击
[00:58:59] 弄几十万卡的集群
[00:59:01] Pretrain很大的模型
[00:59:03] 但是好像不是这样
[00:59:06] 你得把数据做好
[00:59:07] 你得把data efficiency做好
[00:59:09] 你盲目的skill模型参数
[00:59:12] 好像并不是问题的根本
[00:59:15] 今天的包吞袋不是在模型大小
[00:59:17] 而是数据
[00:59:18] 别人可能用一个想你十几倍的模型
[00:59:21] 可能比你做的还好
[00:59:22] 这个就有点尴尬
[00:59:24] 甚至说中国的蒸馏的模型
[00:59:26] 可能都比XCI今天要好 对吧
[00:59:28] 然后你比如说之前XCI还想白糖多玛泰
[00:59:31] 他音频做的也很好
[00:59:33] 但好像这个也不是什么主线
[00:59:36] 对吧
[00:59:37] 好像也没太大用
[00:59:38] 可能车上你跟Gorak对话还可以
[00:59:40] 那中间可能也想做Chad Bull的
[00:59:42] 做AI搜索
[00:59:44] 今年可能想all in coding
[00:59:46] 其实
[00:59:48] 这个战略摇摆呢
[00:59:50] 就会让团队很乱
[00:59:51] 你这个事刚上手
[00:59:52] 还没做热
[00:59:53] Elon可能没有耐心又拉去做另外一个事
[00:59:56] 我觉得还是耐心可能不够了
[00:59:58] 战略不够坚定
[01:00:00] 就摇摆的比较快
[01:00:02] 而且团队老是换人嘛
[01:00:04] 所以我觉得这个崩溃的源头
[01:00:06] 可能是Elon可能对founding team有点不满意
[01:00:11] 就是
[01:00:12] 但其实founding team是最世界级的一个团队
[01:00:15] 其实这个是有点
[01:00:17] 有点
[01:00:18] 没有耐心了的感觉
[01:00:20] 然后
[01:00:21] 我觉得确实有
[01:00:23] 像你说的
[01:00:24] 跟Tesla FSD这个区别
[01:00:27] 其实做好模型的数据
[01:00:29] 可能是一个要有耐心
[01:00:31] 比较长期的一个工程
[01:00:33] 或者偏research the test
[01:00:35] 到底什么数据是好数据
[01:00:37] 怎么做的更好
[01:00:38] 但Elon呢
[01:00:39] 可能好像还是希望短平快
[01:00:41] 整个feedback loop最短
[01:00:43] 恨不得两个星期就看到效果
[01:00:45] 对吧
[01:00:46] 所以就会
[01:00:47] 这种文化就会导致团队
[01:00:49] 追求短期的效果
[01:00:51] 而牺牲长期的质量
[01:00:53] 所以有些long term的问题
[01:00:55] 可能并没有准备好
[01:00:56] 然后
[01:00:57] 你比如说
[01:00:58] 这个数据质量到底怎么样
[01:01:00] infra的框架到底怎么样
[01:01:02] 但我感觉也不代表XCI
[01:01:04] 彻底就没戏了
[01:01:05] 因为他手上还有很多的GPU
[01:01:08] 而且Elon作为一个顶级企业家
[01:01:10] 调整能力又特别强
[01:01:12] 包括他搞数据中心
[01:01:13] 搞这个新的Five
[01:01:16] 这个芯片厂
[01:01:18] 我感觉更像是个人的宏大愿景
[01:01:20] 其实这个东西
[01:01:22] 可能需要的时间还挺长的
[01:01:24] 有没有
[01:01:25] 真的能弄起来一个团队
[01:01:27] 帮他deliver这个
[01:01:28] 我感觉AGA的竞赛
[01:01:30] 是比其他很多领域都要竞争激烈的
[01:01:33] 就很像是你开着F1的速度
[01:01:36] 跑一个马拉松
[01:01:37] 而且在城市里跑对吧
[01:01:39] 所以你需要了200%
[01:01:41] 300%的聚焦
[01:01:42] 如果CEO和leadership不聚焦
[01:01:44] 肯定是不行的
[01:01:45] 我觉得Elon是不够聚焦的
[01:01:47] 而且AI的投入还是一个马拉松
[01:01:50] 得持续投入
[01:01:51] 能不能给我们讲讲
[01:01:53] 一季度还有一个非常火的
[01:01:55] 新词
[01:01:56] 就是Honest engineering
[01:01:58] 对
[01:01:59] 我觉得这个提供几个思路
[01:02:01] 未来我们应该把AI的agent当人看
[01:02:04] 应该把它看成一等公民
[01:02:06] 跟我们是一体的
[01:02:08] 人应该有的东西
[01:02:10] agent也应该有
[01:02:11] 人类的知识工作者
[01:02:13] 有工作的环境
[01:02:14] 工作的电脑
[01:02:15] 工作的各种信用卡
[01:02:17] 对吧
[01:02:18] 未来可能在一个平行世界
[01:02:21] 你也要给agent去搭一套
[01:02:23] agent作为人类
[01:02:24] 作为人类
[01:02:25] 作为一个一等公民需要的环境
[01:02:28] 对吧
[01:02:29] 我觉得这是一个思路
[01:02:30] 第二个点
[01:02:31] agent想做好
[01:02:32] 一方面是模型
[01:02:33] 还有一方面是Honest
[01:02:35] agent你就把它比喻成
[01:02:38] 就像是一个人
[01:02:39] 加入到一个公司
[01:02:40] 一个团队
[01:02:41] 有些公司有公司的管理和环境
[01:02:45] 它能让一个正常的人
[01:02:47] 它的下限很高
[01:02:48] 有通过管理和组织一些约束
[01:02:53] 其实agent也需要
[01:02:54] 一个很高的管理学和组织
[01:02:56] 这就是Honest的意义
[01:02:58] 其实有了Honest以后
[01:03:00] 其实普通的模型
[01:03:02] 也可以做高价值的任务了
[01:03:05] 加上过去Cloud整个需求的溢出
[01:03:09] 它接不住
[01:03:10] 所以非Sorta Model
[01:03:12] 包括开源的很多模型
[01:03:14] 也能被用上了
[01:03:15] 我觉得这是一个更大的意义
[01:03:17] 然后我觉得第三个点
[01:03:19] 就是说更多带来一个思维
[01:03:21] mindset的变化
[01:03:22] 就是说以前是看2C和2B
[01:03:26] 对吧
[01:03:27] 传统时代
[01:03:28] 但今天是到底是2人类
[01:03:31] 还是2agent
[01:03:33] 如果是2agent
[01:03:34] 那可能看中的不再是得有
[01:03:36] 可能是token的usage
[01:03:38] 或者token的价值margin
[01:03:41] 这个可能更重要
[01:03:42] 因为以后用什么工具
[01:03:43] 可能不是人决策了
[01:03:44] 可能是agent去调用哪些工具去决策了
[01:03:47] 对我觉得这几个思路
[01:03:49] 刚才我们看了硅谷玉三家
[01:03:51] 对国内的玉三家
[01:03:52] 有没有一些观察和评价
[01:03:55] 因为你看硅谷的玉三家
[01:03:57] 也有一些风化
[01:03:58] 有的过去一年在bath2C
[01:04:00] 有的在bathanthropic
[01:04:02] 这种高价值任务
[01:04:04] 那国内呢
[01:04:05] 他们是不是也有一些风化
[01:04:07] 我感觉国内好像都在追求anthropic的路线
[01:04:10] 这好像成为了一个共识
[01:04:12] 一年前好像还不是共识
[01:04:14] 这个共识是最近几个月吗
[01:04:16] 过去三到六个月吧
[01:04:18] 因为C端已经没机会了
[01:04:20] 好像大家也意识到coding
[01:04:23] 和高价值任务这条线
[01:04:25] 上限好像比C端要更高
[01:04:27] 就是国内的pimi
[01:04:29] minimax和智普都在bathanthropic这条路线
[01:04:33] 那豆包呢
[01:04:35] 豆包看起来是在C端做最好的
[01:04:38] 因为大家其他几家都是觉得
[01:04:40] 跟豆包没得打才转型的
[01:04:43] 我觉得coding和agent是不能输的
[01:04:46] 豆包肯定也是大概率
[01:04:49] 都能追上了
[01:04:50] 而且可以有可能做得更好
[01:04:52] 我觉得最后可能还是拼组织能力
[01:04:55] 资源吧
[01:04:57] 你觉得国内这些模型公司现在的胜负手是什么呀
[01:05:00] 我觉得还是综合的
[01:05:02] 其实不是一个能力
[01:05:04] 最后就取胜了
[01:05:06] 你说我一个人才牛逼
[01:05:08] 我一个方法牛逼
[01:05:10] 我一个bath牛逼
[01:05:12] 我感觉是非常综合的
[01:05:14] AI今天进入了一个叫工业化时代
[01:05:17] 我不知道未来会是什么时候
[01:05:19] 会不会进入无聊的大场游戏
[01:05:21] 有可能会这样
[01:05:23] 大场游戏
[01:05:25] 无聊的大场游戏
[01:05:27] 为什么这么说
[01:05:28] 无聊的大场游戏
[01:05:29] 就是有些窗口已经关掉了
[01:05:33] 那发展到2026年
[01:05:35] 你觉得模型公司的竞争到底在争夺什么
[01:05:37] 在追求什么呀
[01:05:38] 我觉得套一个观点吧
[01:05:40] 其实模型可能就是新一代的操作系统
[01:05:43] 未来最领先的几个模型
[01:05:45] 可能就是世界最重要的技术设施
[01:05:48] 你生活的问题也是问它
[01:05:50] 你工作的自动化也是它
[01:05:52] 你研究科研的支持也是它
[01:05:57] 可能它的重要性比今天的Google
[01:06:00] 对世界技术设施的支持还要重要
[01:06:03] 未来模型可能就是支持应用的无限扩展
[01:06:07] 这就是agent
[01:06:09] 那也支持形成了一个新的生态
[01:06:12] 操作系统的定义它就是支持应用的无限扩展
[01:06:15] 可能就是今天的agent
[01:06:17] 慢慢它也会形成一个新的生态
[01:06:20] 就像安卓iOS这个生态Windows
[01:06:23] 那也可以兼容各种意念
[01:06:24] 不仅在你的电脑手机
[01:06:26] 可能还在你的眼镜各种地方
[01:06:28] 过去称得上操作系统的可能就是Windows
[01:06:34] iOS安卓和微信吧
[01:06:36] 有可能不管你追求工作助理
[01:06:40] coding
[01:06:41] 还是生活助理
[01:06:43] ChatHPT Gemini豆包
[01:06:45] 有可能最终最终
[01:06:46] 大家都会走向世界的
[01:06:48] 基础设施一个GlobalGDP的OS
[01:06:51] 操作系统这种方向吧
[01:06:53] 今天看你觉得AGI的路线图和时间表
[01:06:55] 在你心中有没有发生什么样的变化
[01:06:58] 以及它对社会层面会产生怎样深远的影响
[01:07:02] 社会应该怎么消化这个技术的巨大的变革
[01:07:05] 就是刚才聊到
[01:07:07] 我感觉路线图更清晰了
[01:07:09] 从chatbot到coding agent
[01:07:11] 到automated AI researcher
[01:07:14] 这三段路
[01:07:16] 然后以及时间表
[01:07:18] 我感觉会加速的更快
[01:07:21] 以前好像说
[01:07:23] 好像还需要两三年
[01:07:25] 我感觉好像也许今年年底
[01:07:27] 或者明年初
[01:07:28] 可能就有一家公司宣布实现了AGI了
[01:07:33] 然后
[01:07:35] 社会影响
[01:07:37] 我觉得很多人确实没做好准备
[01:07:39] 因为整个割裂感太强了
[01:07:41] 就是几百个researcher
[01:07:43] 或者两三千个researcher
[01:07:44] 在前沿看到东西
[01:07:46] 是更多的
[01:07:47] 但其实这些信息是没有传递到社会上的
[01:07:50] 所以社会的准备肯定是不够的
[01:07:54] 对
[01:07:55] 因为这里面最本质的一个点是
[01:07:58] 人类的知识和智力
[01:08:01] 变得廉价了
[01:08:02] 以前我们通过学习读书
[01:08:05] 获取了知识
[01:08:06] 可以有个工作
[01:08:08] 但是今天这些智力和知识呢
[01:08:11] 好像模型里面都有了
[01:08:14] 被大幅的压缩了
[01:08:15] 变成了一个计算资源
[01:08:17] 或者token这种体现
[01:08:19] 那我就感觉有可能
[01:08:22] 百分之七八十的人
[01:08:24] 在社会上的价值和意义
[01:08:26] 有可能会发生微妙的变化
[01:08:29] 因为以前人类觉得自己是最聪明的
[01:08:32] 但你发现模型比人类要聪明了
[01:08:35] 好像我们不是最聪明的一个物种了
[01:08:39] 所以这个是比较有趣的
[01:08:43] 以及
[01:08:45] 有可能AI会带来很大的一个通缩
[01:08:49] 你想我用了ChatGP和Cloud之后
[01:08:52] 我再去找顾问
[01:08:54] 和买其他软件的需求就小了很多
[01:08:58] 它一个产品可以满足我很多的需求
[01:09:01] 有可能长期看很多SaaS也是消失的
[01:09:05] 我不知道印度的IT外包
[01:09:07] 现在活的怎么样
[01:09:09] 有可能印度的IT外包
[01:09:13] 已经不入模型了
[01:09:15] 包括今年我感觉美国的本科毕业生
[01:09:20] 是就业率历史新低
[01:09:22] 因为AI今天已经把工作两三年
[01:09:27] 三四年的朱尼尔的工作感
[01:09:29] 工作环境都已经被自动化了
[01:09:31] 包括朱尼尔的程序员
[01:09:34] 所以今年肯定是
[01:09:39] 人类开始面临失业比较痛苦的一年
[01:09:45] 有可能今年30%的工作感官就没了
[01:09:48] 那这些人没有工作了之后会干嘛呢
[01:09:54] 我觉得挺担心的
[01:09:55] 你看Meta裁员裁了1.6万人
[01:09:57] 我不知道这1.6万人以后会干嘛
[01:10:00] 它未来可能再裁1.6万人
[01:10:02] 有可能微软也不需要15万人
[01:10:04] 有可能3万人有可能比今天15万人干的更好
[01:10:07] 人才成长和培养的路径
[01:10:12] 好像被AI给拦腰劲了
[01:10:15] 就会解断了
[01:10:17] 我10年前毕业可能还能有个成长工作的环境
[01:10:22] 但今天好像是另外一个环境了
[01:10:27] 你预计我们俩这个工作还能干多久啊
[01:10:31] 我觉得你的IP是比较值钱的
[01:10:33] 有可能我们下一期的播客
[01:10:35] 不用我们自己录了吧
[01:10:38] 但我调研了一下好像效果还不太好
[01:10:41] 有可能下个季度的播客
[01:10:44] 可能他就根据我的笔记就自动形成一个播客
[01:10:50] 其实我们今天的播客我感觉已经半自动化了
[01:10:53] 这个播客的大部分的提纲
[01:10:55] 其实是Cloud Code帮我写的
[01:10:57] 因为我过去几个月也变成Cloud Code的众多用户
[01:11:01] 他根据我的一些Notes
[01:11:04] 一些记录的一些东西
[01:11:06] 又根据过去大模型机包的框架
[01:11:11] 我感觉有可能我写东西
[01:11:13] 已经没有Cloud Code写的好了
[01:11:15] 投资的工作会一直持续吗
[01:11:17] 存在吗
[01:11:18] 有可能我觉得就后的最好的模型公司
[01:11:22] 有可能就是最好的投资了
[01:11:24] 那你就分别持仓就好了
[01:11:26] 你也不需要干啥了
[01:11:28] 但是技术变化非常快嘛
[01:11:30] 我觉得没有人是安全的
[01:11:32] 每个人都有危机感
[01:11:34] 你说现在当智力和知识都被压缩进了模型
[01:11:39] 变成了模型skill
[01:11:41] 那人未来去干什么
[01:11:43] 我觉得去创造吧
[01:11:45] 如果很多人有创造力
[01:11:48] 还是能搞出的东西的
[01:11:50] 因为以前我想创造
[01:11:51] 我没有那个支持
[01:11:53] 有可能一个人两个人
[01:11:56] 未来会做出很惊天动地的大事
[01:11:59] 因为整个Infer
[01:12:00] 从你有想法到跑通代码
[01:12:03] 可能很快
[01:12:05] 有可能创造力会被极大的释放
[01:12:09] 第二
[01:12:10] 审美那个Taste
[01:12:11] 可能还是很重要的
[01:12:12] 有审美和Taste的
[01:12:14] 最后可能还是会deliver很多东西
[01:12:17] 因为人以前有很多的想法
[01:12:19] 是无法实现的
[01:12:21] 但今天整个技术设施极大的繁荣
[01:12:24] 有可能都能实现
[01:12:25] 对吧
[01:12:26] 比如说以前你要做一个
[01:12:28] 有影响力的媒体
[01:12:29] 可能要几百个人
[01:12:31] 现在好像一个人
[01:12:32] 对吧
[01:12:33] 做个自媒体
[01:12:34] 也非常有影响力
[01:12:35] 这是整个技术设施极大繁荣的结果
[01:12:38] 如果Agent开始大规模的取代白领
[01:12:40] 能不能对我们的听众朋友们说
[01:12:41] 给一些建议
[01:12:43] AI取代的是不拥抱AI的人
[01:12:47] 积极拥抱AI的人
[01:12:49] 可能是受益者吧
[01:12:51] 那在2026年的一季度
[01:12:53] 你对投资有哪些新的思考
[01:12:55] 我觉得投资上有可能最好的三五家模型公司
[01:12:59] 如果成为全球GDP的操作系统
[01:13:03] 我觉得每家可能都是十万亿美金
[01:13:05] 未来加起来三五十万亿美金
[01:13:08] 我对这个的
[01:13:11] 比例越来越深了
[01:13:13] 你最理想的AGI的portfolio有没有变化
[01:13:17] 我觉得没啥大的变化
[01:13:18] 就是更极致一些
[01:13:19] 一句话总结就是说
[01:13:21] 你要投能持续做好Salta Model的公司
[01:13:26] 我觉得这个指标可能是未来投资最关键的指标
[01:13:29] 就是你要做一个好的AGI的portfolio
[01:13:32] 我认为可能就是模型吧
[01:13:36] 我个人的主线一直是模型
[01:13:38] 我觉得其他支线任务是
[01:13:41] 比较少的
[01:13:43] 我个人可能八九成的精力都在模型上
[01:13:47] 其实就做一个模型基金也挺好的
[01:13:50] 现在策略反而越来越清楚
[01:13:53] 你投资最大的一个BAT
[01:13:56] 就是全球最领先的三五家模型
[01:13:58] 未来都是十万亿美金
[01:14:00] 你三年后五年后
[01:14:03] 甚至七八年以后
[01:14:05] 你全球GDP的百分之三十五十
[01:14:09] 都已经被模型automated了
[01:14:11] 那如果你相信这个
[01:14:14] 那就表达的更极致嘛
[01:14:16] 那就全仓做一个模型基金也挺好的
[01:14:19] 所以今年可能更聚焦
[01:14:23] 也更相信这个策略
[01:14:25] 对
[01:14:26] 应该更极致
[01:14:27] 更极致的表达
[01:14:28] 问一个终局问题
[01:14:30] 你会怎么看这些模型公司
[01:14:32] 或者说模型竞争的终局
[01:14:34] 还可能会有时间窗口
[01:14:37] 让新的模型公司出现吗
[01:14:39] 对
[01:14:40] 其实刚才提到了几个要素
[01:14:43] 第一
[01:14:44] 一个科技公司每年能不能投
[01:14:46] 三五百亿美金的投入
[01:14:48] 而且要持续投三五年
[01:14:50] 你看小扎一年大几百亿美金
[01:14:54] 第二个点就是
[01:14:55] 创始人和管理层有没有认知和魄力
[01:14:58] 你没有认知就没有魄力
[01:15:00] 你就不敢买卡
[01:15:01] 你怕买了卡砸手里
[01:15:04] 那即便没有认知
[01:15:06] 那如果有魄力
[01:15:07] 就像小扎那样
[01:15:08] 放手交给团队也可
[01:15:10] 也可能也可以
[01:15:12] 不知道最后结果会怎么样
[01:15:14] 第三呢
[01:15:16] 你也得招到起码上百名
[01:15:19] 世界级的AI的科学家
[01:15:21] 对吧
[01:15:22] 其实小扎砸那么多钱
[01:15:24] 好像也是有道理的
[01:15:25] 就买时间嘛
[01:15:26] 然后
[01:15:27] 但只有这三个还不够
[01:15:29] 就你只做一个通用的模型
[01:15:31] 好像还不行
[01:15:32] 还得有一些战略的bite
[01:15:34] 产品的go to market的方式
[01:15:38] 对吧
[01:15:40] 而且你有了钱
[01:15:41] 好像今天都不一定买到GPU
[01:15:44] 我感觉再出来新的模型公司
[01:15:47] 不是没机会
[01:15:48] 但这个难度比我们想象的大
[01:15:50] 非常非常多
[01:15:51] 这就像我们想再造一个台积电
[01:15:54] 你说它有一个窗口和资源限制的问题
[01:15:59] 硅谷最近也出现了很多new labs
[01:16:02] 新型实验室
[01:16:03] 有你看好的没有
[01:16:05] 我不知道这个世界上
[01:16:06] 还会不会再出现更多的open AI
[01:16:09] 和anthropic的机会
[01:16:10] 因为GPU太有限了
[01:16:12] 资本其实也比较有限
[01:16:15] 其实open AI和anthropic还是挺重视
[01:16:19] 下一代范式的
[01:16:21] 内部投入也很多
[01:16:23] 我觉得优秀人才的流向
[01:16:26] 最能说明问题吧
[01:16:27] 你就看最优秀的AI人才
[01:16:30] 会不会流入哪个new labs
[01:16:34] 我觉得今天好像new labs的技术路线
[01:16:38] 还没有收敛
[01:16:39] 真正的skilling还没有开始
[01:16:41] data的skill还没开始
[01:16:45] 所以可以再观察一下
[01:16:47] 那整个一季度
[01:16:49] 硅谷还有哪些前沿趋势
[01:16:51] 值得分享一下
[01:16:53] 可能最实际的AR最说明问题吧
[01:16:56] 因为anthropic和open AI
[01:16:58] 可能公开的已经300多亿美金
[01:17:00] 和250亿美金的AR了
[01:17:03] 当然它俩口径很不一样
[01:17:05] 我估计可能今年底
[01:17:07] 可能都800到1000亿美金
[01:17:09] 明年1500 2000亿美金
[01:17:11] 其实它们已经是新的mac7了
[01:17:15] 再往下就是cursor
[01:17:16] 可能25亿美金
[01:17:18] 技术红利都很强
[01:17:19] 涨得都很快
[01:17:20] 再往下就propriety
[01:17:22] 可能超过了5亿美金
[01:17:25] 再之后声音的两家也挺快的
[01:17:28] 11 labs和suno
[01:17:29] 可能都超过了3亿美金
[01:17:32] 其实manus和loveable
[01:17:34] 应该也都超过了4亿美金了
[01:17:36] 其实成长得很快
[01:17:37] ginspark发展也特别快
[01:17:39] 我感觉头部的AI产品
[01:17:41] AR可能主要是这些吧
[01:17:43] 然后硅谷
[01:17:45] 我感觉在医疗投的也比较多
[01:17:47] 比如说open evidence或者arborage
[01:17:50] 这两个还是发展挺快的
[01:17:54] 我们刚才聊了很多都是模型公司
[01:17:56] 那你怎么看其他的一些方向
[01:17:58] 比如说机器人AI硬件
[01:18:01] vertical agents这些等等的新的机会
[01:18:04] 对
[01:18:05] 我理想的AGL portfolio
[01:18:07] 就是最领先的三次加模型
[01:18:10] 分别放20%
[01:18:12] 剩下的20%比如说10%在机器人
[01:18:18] 10%在afscience
[01:18:20] 还有可能10%再去agentinfra这些
[01:18:25] 比如说agent的平行世界需要的东西
[01:18:30] 我觉得机器人和science
[01:18:32] 可能是大模型之后下一个
[01:18:34] 大的平台吧
[01:18:36] 我对这两个是比较兴奋的
[01:18:37] 然后我觉得有可能机器人
[01:18:39] 在未来6到18个月是有质变的
[01:18:42] 可能架构突破了
[01:18:43] 技术路线也收敛了
[01:18:45] data的scaling和真的scaling开始了
[01:18:50] 反正现在机器人数据采集的需求挺多的
[01:18:54] 最近像那种第一视角
[01:18:57] Ego centric的这种采的很多
[01:19:00] 包括摇操作的
[01:19:01] 包括5米手套的
[01:19:04] 其实大家刚刚弄清楚这几类数据怎么用
[01:19:07] 有可能后面data的skill更好
[01:19:11] 架构也有一些突破
[01:19:13] 有可能机器人会发展的更快
[01:19:15] 我对这个还挺乐观的
[01:19:17] 就是因为这里面中国团队会有更有优势
[01:19:21] 你发现以前硅谷公司只觉得算法重要
[01:19:25] 但是没有硬件完全不行
[01:19:27] 最后过去一个季度
[01:19:29] 我感觉是大家都开始重视硬件
[01:19:31] 都要在深圳招人了
[01:19:34] 站在今天你怎么看待AI应用公司
[01:19:37] 你觉得AI应用的机会是变大了还是变小了
[01:19:41] 现在还相信1PC就是一人公司吗
[01:19:45] 如果模型平台就像我们说的
[01:19:48] 变成全球的技术设施
[01:19:50] 它足够的powerful
[01:19:51] 那每个个体都可以做很多事情
[01:19:53] 就像微信的自媒体
[01:19:55] 我们还有影响力
[01:19:57] 就像抖音的创作者
[01:19:59] 每个人创作一个内容都可以传播很大
[01:20:03] 我觉得1PC还是有可能的吧
[01:20:07] 可能就是未来的一个常态
[01:20:09] 就模型就变成一个新的平台
[01:20:11] 足够的powerful
[01:20:13] 每个人都可以做很多的事情
[01:20:15] 从一个idea到代码跑通
[01:20:19] 到最后revenue实现
[01:20:21] 可能是非常非常高效的
[01:20:26] 也有可能就是说
[01:20:27] 我最近听到一个比较好的指标
[01:20:29] 就是说你消耗了100美金的token
[01:20:32] 你能不能赚到110块钱
[01:20:35] 你得把这个ROI跑正
[01:20:36] 其实很多人是没有跑正的
[01:20:38] 或者这个闭环是没有跑通的
[01:20:40] 我觉得这个可能是一个比较重要的指标
[01:20:42] 今年会是爆发点吗
[01:20:45] 我觉得期待吧
[01:20:46] 就是我觉得过去的一个季度
[01:20:49] AI已经进入那个基点了
[01:20:52] 其实今天是在加速的
[01:20:54] 显著加速的
[01:20:56] 所以说你自己吧
[01:20:57] 过去一个季度
[01:20:58] 你自己生活有什么变化没有
[01:21:00] 状态
[01:21:01] 我觉得很担心跟不上AI的进步
[01:21:04] 因为每天每个星期进步太快了
[01:21:07] 学习压力太大了
[01:21:09] 然后过去一个季度
[01:21:11] 我从ChatGPT
[01:21:12] 变成了Cloud Code的众多用户
[01:21:16] 我感觉我的生产力确实提升了很多
[01:21:20] 但我依然还没有像那种
[01:21:23] 塔尖的开发者一样
[01:21:24] 能消耗那么多token
[01:21:26] 你现在能消耗多少token
[01:21:32] 我的Cloud Code的100美金
[01:21:35] 我是一直没用满的
[01:21:37] 大部分时间是用不满
