[00:00:00] 大家好,我是小骏
[01:40:09] 对
[01:40:09] 所以这是一个实验结果
[01:40:12] 它不会成为一个固定的标准
[01:40:13] 这是我们的实验结果
[01:40:15] 然后我不确定
[01:40:17] 其他家是不是也follow
[01:40:19] 也赞同同样
[01:40:21] 也会有同样的实验结果
[01:40:22] 对
[01:40:23] 我觉得flash还蛮有一点
[01:40:25] 小米早期的风格的
[01:40:26] 因为就是追求极致性价比嘛
[01:40:28] 这个是怎么定的呀
[01:40:30] 然后因为你们当时
[01:40:32] API的定价是
[01:40:33] 输入是百万token
[01:40:34] 1.01美金
[01:40:36] 然后输出是
[01:40:37] 每百万token 0.3美金
[01:40:39] 在当时看来
[01:40:41] 肯定是最低的价格
[01:40:42] 最高的速度
[01:40:43] 你觉得当时是做对了什么
[01:40:44] 达到这个效果
[01:40:45] 基本上就是
[01:40:47] 把该做的都做了
[01:40:48] 就是价格
[01:40:49] 有一个non-class
[01:40:51] 很invasive的价格
[01:40:52] 再加上MTV推更加速
[01:40:54] 再把infer
[01:40:54] 我觉得最基础的基建做好
[01:40:57] 基本上这个价格
[01:40:58] 就能做到
[01:41:00] 我觉得在预训练时代
[01:41:01] 你根据模型的
[01:41:03] 框架优势来定价
[01:41:07] 确实是合理的
[01:41:10] 确实合理的
[01:41:10] 因为你的框架很强
[01:41:12] 然后最终
[01:41:13] 人
[01:41:14] 最终使用者
[01:41:16] 最终用户
[01:41:18] 能感受到
[01:41:19] 其实纯粹是因为
[01:41:20] 你们的模型很强
[01:41:21] 所以我就
[01:41:23] 按照你的模型结构的方式
[01:41:25] 来去进行定价
[01:41:26] 我觉得是合理的
[01:41:27] 但是当
[01:41:28] 我们进入到后训练的方式
[01:41:31] 然后后训练的方式
[01:41:33] 是
[01:42:03] 在后训练上
[01:42:04] 做得足够好
[01:42:05] 所以他能更好去理解
[01:42:07] 这个
[01:42:08] 这个框架
[01:42:09] 对
[01:42:10] 这也是他的定价的
[01:42:11] 一个溢价的空间在的一个地方
[01:42:14] 所以我们后边
[01:42:16] Memevial Pro其实
[01:42:17] 抛弃了这样一个定价逻辑
[01:42:19] 我在你们那个
[01:42:19] Attack Plug里面看到
[01:42:21] 就是
[01:42:22] Flash
[01:42:23] 你们是从一开始就想
[01:42:24] Better Reasoning
[01:42:25] Coding和Agentic吗
[01:42:28] 我觉得做结构的时候
[01:42:29] 只是Better一个点
[01:42:31] 就只是Better Non-convex
[01:42:32] 一定要
[01:42:33] 做的
[01:42:33] 建模效果够好
[01:42:36] 然后效率够高
[01:42:37] 推理效率够高
[01:42:38] 只Better这一个点
[01:42:39] 其他都没有想
[01:42:40] 我去训练
[01:42:41] 我认为不应该太
[01:42:42] 至少我们当时
[01:42:45] 那时是想不到更多的目标的
[01:42:49] 我也不认为一个架构本身的目标
[01:42:52] 应该太过复杂
[01:42:54] 因为架构目标太过复杂
[01:42:55] 就是你的限制条件太多
[01:42:58] 那么如果这些限制条件最后
[01:42:59] 你的Post-train要做很久
[01:43:02] 做到
[01:43:03] 这些限制条件
[01:43:04] 它都变成很伟的限制条件
[01:43:06] 那你这个结构不就白做了吗
[01:43:08] 对
[01:43:08] 所以我们没有对最开始的模型结构
[01:43:10] 给强加更多的目标
[01:43:12] 我认为加更多目标是不合理的
[01:43:14] Flash帮你验证了什么
[01:43:16] Flash帮我们验证了
[01:43:18] 我们整个Infer数据是没有问题的
[01:43:20] 但是我们并没有说先训Flash再训Pro
[01:43:23] 是两个一块训的
[01:43:25] 但Flash是一个相对小的工作
[01:43:28] 比较早期
[01:43:29] 也不早期
[01:43:31] 我们训了就发了
[01:43:32] 所以你们看到的时候
[01:43:34] 也就是我们
[01:43:36] 对
[01:43:37] 没有归还很早
[01:43:38] 我们基本上大部分的模型的训练
[01:43:40] 都是在下半年进行的
[01:43:41] 对
[01:43:42] 训练的下半年
[01:43:43] 对
[01:43:45] 从Flash到Pro
[01:43:46] 你对Pro的预期是什么样的
[01:43:49] 当然那是同一时间
[01:43:51] 对
[01:43:51] 就是两个模型同步训练
[01:43:52] 我们相信这一代的架构是没问题的
[01:43:55] 只是我们在训Pro的中组的过程中
[01:43:58] 去解决了非常多的
[01:44:00] 比如说训练数值的不稳定性
[01:44:02] 这个是训练跟ET参数量级的模型
[01:44:07] 通常会遇到的很struggle的问题
[01:44:09] 老训练训练就loss spike了
[01:44:11] 老训练训练就ok
[01:44:13] 某个激活值很大
[01:44:14] 然后那你要考虑怎么去
[01:44:16] 或者说某些Expert的分布变得很极端
[01:44:23] 然后像天花板一样
[01:44:25] 一会一批twin打过去
[01:44:26] 一会又一批twin
[01:44:28] 又打到另外一个Expert上
[01:44:29] 就很危险
[01:44:30] 这些信号很危险
[01:44:31] 会导致训练
[01:44:32] 出现比如说loss
[01:44:34] 典型的会出现很多spike
[01:44:36] 负债会典型的会很不均衡
[01:44:38] Expert的负债会很不均衡
[01:44:40] 对就在训练更大的模型上
[01:44:42] 就会花很多时间去解决这样的一个问题
[01:44:44] 所以看起来是同步训练
[01:44:45] 但Pro训练进度就会比Fash慢一点
[01:44:48] 因为就是你要解决中组这些
[01:44:51] 让你训练不稳定性的要素
[01:44:54] 数值不稳定
[01:44:55] 只是一个表象而已
[01:44:57] 对然后这些要素就会非常锻炼
[01:44:59] 一个团队的音法和算法中
[01:45:02] 联合debug的能力
[01:45:05] 甚至有时候你怀疑到
[01:45:07] 是不是哪个卡有问题
[01:45:09] 就是最后如果发现所有的卡都排查了没有问题
[01:45:14] 你会怀疑是不是今天的太阳黑暴风
[01:45:17] 就你会一直怀疑到一些很玄学的问题上
[01:45:20] 就你要从很表层
[01:45:23] 然后查到很底层的因素
[01:45:24] 你刚才也提到ET的模型
[01:45:26] 可能是未来竞争的一个入场圈
[01:45:28] 是这样吗
[01:45:30] 是agent的
[01:45:32] 做到接近cloud的4.6ops的水平的这样一个入场圈
[01:45:38] 你当时立项的时候还没有这个模型对吧
[01:45:40] 为什么你当时就已经觉得一定要是ET的
[01:45:43] 因为首先我训过DBCV3这么大小
[01:45:49] 600多700B的模型
[01:45:50] 你不会再想去训一个同样的模型
[01:45:52] 对就肯定还是继续往下一步scanning
[01:45:55] 所以ET是一个在我们当时也有的卡的
[01:45:59] 也有的卡的数量情况下的一个比较
[01:46:02] 极限的一个区间
[01:46:04] 是多少卡
[01:46:06] 几千卡反正
[01:46:07] 训这个模型是几千卡
[01:46:09] 但实际上我们要投入大量的卡去做研究
[01:46:13] 所以其实实际上的研究的卡会是实际训练卡的几倍
[01:46:18] 训练比如说MimoVR Pro和Flash
[01:46:21] 其实各自训练可能几千卡就够了
[01:46:24] 但实际上你去投入做模型研究的卡会是这个卡的很多倍
[01:46:29] 我觉得三到五倍是一个更好的区间
[01:46:32] 就是不管是你前期的结构的研究
[01:46:36] 然后中后期的poster train的很多算法上的研究
[01:46:40] 所以不是说我们拥有几千张卡就足以去做这个事情
[01:46:44] 而是说至少我觉得在卡的资源和储备上
[01:46:49] 目前来看
[01:46:51] 尤其在agent的范式下
[01:46:54] 其实卡的数量反而变成一个非常重要的一个瓶颈
[01:46:58] 因为idea的诞生和
[01:47:02] 这个动手
[01:47:04] 你把它代码写出来太快了
[01:47:07] 然后你现在卡在什么卡在卡上
[01:47:09] 就因为你那个GPU它的效率就在那
[01:47:14] 所以你要为了去验这个idea你去跑实验
[01:47:17] 然后你要并线的起很多实验
[01:47:19] 所以卡在卡的瓶颈上
[01:47:21] 所以现在卡反而变成一个更更更关键的一个制约项
[01:47:26] 当然这只是for训练
[01:47:28] 那for推理的话卡更是一个更关键因素
[01:47:31] 对
[01:47:31] 就推理卡的需求量远比训练会更高很多
[01:47:35] 训练推理和实验这个最好是几笔剪
[01:47:40] 推理看看看用户数
[01:47:45] 对或者说是看高价值场景消耗的token数
[01:47:50] 所以这个很多场景因人而异
[01:47:52] 对所以就把推理摘开看
[01:47:55] 那我如果说我们这样子来说
[01:47:59] 就是for研究跟for训练之间的训练之间的训练之间的训练之间的训练
[01:48:01] 我自己觉得一个非常合理的卡的一个比例是
[01:48:07] 可能3比1比1
[01:48:10] 对
[01:48:10] 就paint train post train应该比例是
[01:48:13] 投入的算力是相当的
[01:48:15] 然后研究的比例应该至少是
[01:48:17] 你正式起训练的卡总量的还要多一点
[01:48:20] 就你要额外留更多的卡来去做研究
[01:48:23] 过去的预训练和后训练的比例是多少
[01:48:28] 至少在恰到时代应该是一个非常夸张的比例
[01:48:31] 比如说3比1 5比1
[01:48:34] 对预训练跟后训练的比例
[01:48:36] 这是今年可能会发生一个很大的变化
[01:48:40] 应该有很多团队都是1比1了
[01:48:42] 顶尖的团队应该都是1比1了
[01:48:45] 训练一个一体的模型挑战是什么
[01:48:49] 我觉得全方位的挑战吧
[01:48:51] 基本上是全方位的挑战
[01:48:52] 就是数据上其实反而不是非常大的一个挑战的原因是
[01:49:01] 更大模型
[01:49:03] 貌似对于更脏的数据的容忍程度更高
[01:49:07] 但是我不确定
[01:49:11] 对我不确定
[01:49:12] 因为我们是同一批数据训练
[01:49:13] 所以我不确定
[01:49:14] 我只能说貌似
[01:49:16] 然后应该更主要挑战是
[01:49:21] 你在训练的历程当中
[01:49:25] 遇到问题的时候
[01:49:27] 你怎么去
[01:49:28] 我觉得第一不是你要发现
[01:49:31] 问题
[01:49:32] 对
[01:49:33] 就比如说很多团队会把Loss spike当做一个很正常的事情
[01:49:37] 但是我们可能会尽量的让它没有Loss spike
[01:49:40] 对
[01:49:41] 我们认为有Loss spike肯定会导致某一步的更新
[01:49:46] 特别的不稳定
[01:49:48] 某些数值就异常之很大
[01:49:51] 就直接把某些参数
[01:49:52] 或者说某些Expert给它
[01:49:54] 给它打死
[01:49:56] 就是打死就是参数更新过后
[01:49:58] 后面再也不会有Expert送到
[01:49:59] 再不会有Token送到Expert上
[01:50:01] 所以那你中间就有需要很严密的监控的系统
[01:50:06] 就是你要去洞察这个模型参数内部
[01:50:09] 到底发生了什么样的变化
[01:50:10] 你需要一套这样的一个监控系统
[01:50:13] 比如说你至少要去看看Expert的负载怎么样
[01:50:15] 去看看每一层参数的输入和输出是怎么样
[01:50:19] 它激活值有没有变得很异常
[01:50:21] 这些东西是Loss spike发生过后
[01:50:25] 你应该去看的事情
[01:50:26] 但是可能不是所有的团队会去看这么细
[01:50:29] 这是我说的第一步要发现问题
[01:50:31] 对
[01:50:31] 可能好多人就不把它当做一个问题吧
[01:50:34] 然后发现问题过后你再去想
[01:50:37] OK它到底是什么样的原因
[01:50:39] 引导这样的问题的
[01:50:42] 比如说有可能是
[01:50:43] 系数比太高了
[01:50:46] 导致比如说负二层输出跟
[01:50:49] Sighting window层的输出是
[01:50:51] 至少数值上的差异是非常大的
[01:50:54] 那么这数字上的很大的差异
[01:50:57] 就会导致一些数值不稳定
[01:50:59] 有可能是结构的原因
[01:51:01] 有可能是结构的原因
[01:51:01] 也有可能纯粹就是InfraBug
[01:51:06] 比如说你哪通信的某个算子写错了
[01:51:09] 我们最后发现甚至有可能就是某个LOM上
[01:51:14] 反正有点问题
[01:51:15] 你可能最后实在无奈的一个解决方式是
[01:51:19] 你发现这一层的数值太大
[01:51:20] 你就给它要么就给它Clip掉
[01:51:22] 要么就通过LOM给它压下去
[01:51:24] 就是它有非常多解决方案
[01:51:25] 比如说通过LOM压下去
[01:51:26] 它肯定是我认为肯定是会对模型效果有损的
[01:51:30] Clip掉是一种方式
[01:51:31] 比如说我们也会借鉴Kimi的QK Clip的方式
[01:51:34] 当QK的某些Notches非常大的时候
[01:51:37] 它实在影响模型的训练稳定了
[01:51:39] 你没办法也只能把它Clip掉
[01:51:41] 这样至少能让训练更好进行下去
[01:51:44] 进行到一个稳态的时候
[01:51:45] 你再给它放开
[01:51:47] 对
[01:51:47] 就有太多的这种临时的
[01:51:50] 你要去发现问题
[01:51:51] 解决问题
[01:51:52] 甚至去倒推很多可能会产生
[01:51:55] 导致这个问题的一个分析的一个路径
[01:51:59] 这些路径其实是
[01:52:01] 非常考验一个团队的跨团队
[01:52:04] 其实如果是在一个很大的公司
[01:52:06] 它就是跨团队的协作
[01:52:07] 但这个协作效率是极低的
[01:52:10] 然后如果是在一个很小的团队
[01:52:12] 一个创业型的团队
[01:52:13] 那么它就是考验
[01:52:15] 这个环节上的关键几个人的配合程度
[01:52:17] 那么它就会更高效一些
[01:52:20] 然后以及如果这个环节上的每个人都
[01:52:22] 足够的
[01:52:24] 追求极致
[01:52:26] 就是追求极致
[01:52:27] 它就不能容忍你这儿
[01:52:29] 突然这么干
[01:52:30] 那我们就必须去做一些
[01:52:31] 必须停下时间来找问题
[01:52:32] 你们属于哪一边
[01:52:35] 我们肯定是属于小团队非常极致的类型
[01:52:38] 所以就会导致
[01:52:39] 那么这样训练周期会被拉长
[01:52:42] 因为训练周期
[01:52:43] 它肯定不会一两个月就把它训完
[01:52:45] 那么训练周期拉长的情况下
[01:52:48] 如果说有一个非常明确的一个
[01:52:51] deadline目标什么的
[01:52:52] 那你肯定就承受不了这样的
[01:52:54] 因为比如说大气线卡
[01:52:57] 你停一天
[01:52:57] 肯定就是一两百万两三百万的事
[01:52:59] 对
[01:53:00] 那么你怎么去承担
[01:53:01] 这样的一个损失
[01:53:02] 如果是在一个目标驱动的一个团队
[01:53:05] 可能会觉得
[01:53:06] 停个两三周去排一个问题
[01:53:10] 这个问题还不知道是不是个问题
[01:53:12] 会不会对模型这种训练产生影响
[01:53:15] 可能是一个不太能接受的事情
[01:53:18] 但是在我们这儿
[01:53:19] 我们认为它就是一个问题
[01:53:20] 我们就应该去解决它
[01:53:21] 因为我们没有那么清晰的一个
[01:53:23] 说我要发布的一个目标
[01:53:25] 你没有带来
[01:53:26] 我没有没有带来
[01:53:27] 就我们觉得模型训好了
[01:53:28] 我们再发
[01:53:29] 对
[01:53:29] 没有公司来的样子
[01:53:31] 你会有这个压力吗
[01:53:32] 没有
[01:53:33] 因为你们确实不是一个创业公司
[01:53:34] 对吧
[01:53:35] 我也不是一个创业团队
[01:53:36] 但实际上它就是个创业团队
[01:53:37] 我觉得MIMO和还有包括Micro能做成
[01:53:41] 其实都是以创业的方式在运作的
[01:53:43] 所以它才能做成
[01:53:45] 训一个一体的模型
[01:53:46] 对你的管理难度是不是指数性的上升
[01:53:51] 没有
[01:53:51] 管理团队的难度是一样的
[01:53:53] 应该说不太存在管理
[01:53:56] 因为大家一块去解决问题就好了
[01:53:59] 对
[01:54:00] 就是
[01:54:00] 你不需要去管理这几个人
[01:54:01] 我们一起来解决这个问题
[01:54:03] 然后每个人都有自己不同解决问题的思路
[01:54:04] 对
[01:54:05] 然后一起来解决问题
[01:54:06] 然后反而是这种解决问题的这种以身试法的能力
[01:54:09] 是一个非常好的文化和导向
[01:54:11] 训一体模型是多大团队
[01:54:13] 很小的
[01:54:15] 我只说训练这个事本身
[01:54:16] 但你做数据还需要那么几个人
[01:54:19] 也是几个人
[01:54:20] 对几个人
[01:54:22] 还需要什么吗
[01:54:23] 可能还需要一个非常好的基建团队
[01:54:26] 就是你给你几位把卡给集群给搭起来
[01:54:30] 好
[01:54:31] 这个
[01:54:32] infra团队吗
[01:54:33] 这不是infra团队
[01:54:34] 这个就是基础设施团队
[01:54:36] 这个团队可能需要有那么一点
[01:54:38] 需要有经验的人
[01:54:40] 因为没有经验的人
[01:54:42] 他哪会出一些低级的问题
[01:54:44] 对
[01:54:44] 吃一些基础的运维设施的经验
[01:54:47] 那你们的诀窍是啥
[01:54:48] 本身我也没有觉得
[01:54:52] 他是需要一个非常大的团队协作的事情
[01:54:54] 我觉得团队协作
[01:54:55] 当然有优势
[01:54:58] 就比如说
[01:54:59] 大家
[01:55:01] 在卡资源巨量的情况下
[01:55:04] 可以并行的去探索
[01:55:05] 对做研究来说是有优势的
[01:55:07] 但是我并不认为他对
[01:55:10] 我刚刚说的那种场景
[01:55:12] 发现一个可能是问题的问题
[01:55:18] 然后去深入排查原因去解决它
[01:55:20] 我并不认为他对这种
[01:55:22] 模型训练进程中遇到的问题
[01:55:24] 是很大的团队是优势
[01:55:27] 反而很大的团队有可能是劣势
[01:55:28] 训这个模型过程中
[01:55:30] 你有团队状态是什么样的
[01:55:31] 团队状态是
[01:55:33] 原来做数学的那一群人
[01:55:38] 就去做后训练的
[01:55:39] 然后
[01:55:40] 做infer
[01:55:43] 做训练框架
[01:55:45] 做推理infer人
[01:55:46] 一块来去解决训练过程当中的问题
[01:55:49] 这是为什么
[01:55:50] 这是为什么
[01:55:52] 为什么有这个变化
[01:55:53] 就是为什么
[01:55:54] 预训练的人要去做后训练
[01:55:55] 很多样的原因
[01:55:57] 首先
[01:55:58] 后训练的
[01:55:59] 一大部分的原因是
[01:56:01] 你需要有很好的数据知觉
[01:56:03] 这还是蛮重要的
[01:56:05] 其次就是
[01:56:07] 其次它是基于个人爱好
[01:56:11] 兴趣产生的
[01:56:13] 对
[01:56:14] 它不太是基于
[01:56:16] 基于你说
[01:56:17] 我们这里需要人
[01:56:18] 你转一下
[01:56:18] 不是
[01:56:19] 大部分是大家自然而然发生的
[01:56:21] 但是我确实能够
[01:56:23] 预料到
[01:56:24] 哪些人会做这样的一种潜移
[01:56:26] 因为有很多
[01:56:26] 能力特质上是很共性的
[01:56:28] 就比如说对数据的直觉
[01:56:30] 比如说
[01:56:31] 会从模型效果去
[01:56:34] 去倒推一些算法的设计
[01:56:38] 其实做数据
[01:56:39] 好多时候也是在干这个事
[01:56:41] 所以
[01:56:42] 可能我觉得主要原因是
[01:56:44] 我们对人的界定
[01:56:45] 没有那么清晰
[01:56:46] 然后所以
[01:56:47] 大部分人他会自然随着
[01:56:49] 训练阶段的变化
[01:56:51] 自由地去选择下一个阶段
[01:56:53] 更有想象空间的事情
[01:56:56] 对
[01:56:57] 你们现在是100人吗
[01:56:58] 我记得上次聊
[01:56:59] 嗯
[01:57:00] 嗯
[01:57:01] 嗯
[01:57:01] ,现在已经到100人
[01:57:02] 但是这100人是包含
[01:57:03] 就是
[01:57:05] 所有链路上的人
[01:57:08] 这所有链路
[01:57:09] 比如说数据采集
[01:57:10] 数据质量
[01:57:12] Print Train的Infer
[01:57:14] Poster Train
[01:57:15] 然后包含
[01:57:17] 甚至我们的开发
[01:57:19] 我们需要有一些开发
[01:57:21] 还有包含我们的产品
[01:57:22] 包含我们的数据白小生
[01:57:23] 还有包含三个方向上的算法
[01:57:26] 过程是
[01:57:26] 就是
[01:57:27] 大致你可以发送
[01:57:29] 就是语言
[01:57:30] 多么太多
[01:57:31] 对
[01:57:31] 然后这里边100个人里边
[01:57:33] 实习生的比例是很高的
[01:57:34] 然后有部分实习生可能是在做一些
[01:57:35] 更当下不会立马反映到这一代模型结构上的
[01:57:36] 是模型能力上的事情
[01:57:37] 所以其实真正投入到一代模型里边去迭代人
[01:57:38] 我觉得是很少的
[01:57:39] 可能可能所有链路上加起来也就二三十个人
[01:57:40] 三四十个人
[01:57:41] 对
[01:57:42] 最多也就这么多人
[01:57:43] 二三十个人
[01:57:44] 二三十个人比较均匀
[01:57:45] 对
[01:57:46] 嗯
[01:57:47] 这里没有组不同的组的划分吗
[01:57:48] 啊
[01:57:49] 没有组
[01:57:50] 没有组
[01:57:51] 没有组
[01:57:52] 没有组
[01:57:53] 没有组
[01:57:54] 没有组
[01:57:55] 没有组
[01:57:56] 所以你一对一百
[01:57:57] 呃
[01:57:58] 差不多
[01:57:59] 是
[01:58:00] 为什么没有组的划分
[01:58:01] 比如说为什么不分预训练组不分后训练组
[01:58:02] 因为很多
[01:58:03] 很多人他会对两个方向都感兴趣
[01:58:04] 嗯
[01:58:05] 如果你组划分的非常的清晰和固定的话
[01:58:06] 那么其实是在扼杀一部分人的创造力
[01:58:07] 对
[01:58:08] 嗯
[01:58:09] 或者说扼杀他未来的成长空间
[01:58:10] 嗯
[01:58:11] 或者说扼杀他未来的成长空间
[01:58:12] 嗯
[01:58:13] 或者说扼杀他未来的成长空间
[01:58:14] 嗯
[01:58:15] 或者说扼杀他未来的成长空间
[01:58:16] 嗯
[01:58:17] 或者说扼杀他未来的成长空间
[01:58:18] 嗯
[01:58:19] 嗯
[01:58:20] 第二个就是
[01:58:21] 嗯
[01:58:22] 第二个就是
[01:58:23] 嗯
[01:58:24] 第二个就是
[01:58:25] 嗯
[01:58:26] 嗯
[01:58:27] 我确实也不认为做后训练的人
[01:58:28] 我确实也不认为做后训练的人
[01:58:29] 我确实也不认为做后训练的人
[01:58:30] 嗯
[01:58:31] 嗯
[01:58:32] 如果说做后训练现的一个
[01:58:33] 如果说做后训练现的一个
[01:58:34] 如果说做后训练现的一个
[01:58:35] 一个很重要的一个范式的变化
[01:58:36] 变化是
[01:58:37] 变化是
[01:58:38] 他需要具备diversity这个事业
[01:58:39] 他需要具备diversity这个事业
[01:58:40] 很多做后训练的人
[01:58:41] 很多做后训练的人
[01:58:42] 他是对着一个场景去做
[01:58:43] 很多做后训练的人
[01:58:44] 他是对着一个场景去做
[01:58:45] 他是对着一个场景去做
[01:58:46] 他没有这种多样性的事业
[01:58:47] 他没有这种多样性的事业
[01:58:48] 他没有这种多样性的事业
[01:58:49] 但是做育训练的人
[01:58:50] 但是做育训练的人
[01:58:51] 第一应该关注的事情是多样性
[01:58:52] 第一应该关注的事情是多样性
[01:58:53] 因为他不能往这个模型里边
[01:58:54] 因为他不能往这个模型里边
[01:58:55] 塞一小部分数据
[01:58:56] 塞一小部分数据
[01:58:57] 他要塞多样性跟好的数据
[01:58:58] 他要塞多样性跟好的数据
[01:58:59] 所以其实做育训练的人
[01:59:00] 所以其实做育训练的人
[01:59:01] 优势就是他会天然
[01:59:03] 跟在乎多样性
[01:59:04] 然后
[01:59:05] 他就是个很好的补充嘛
[01:59:08] 当然也有人他一直做后训练
[01:59:11] 他就比如他只研究小黄血液
[01:59:13] 所以他一直做后训练
[01:59:14] 或说叫Midstream吧
[01:59:16] 至少我们
[01:59:18] 不要在组织结构上去
[01:59:20] 给某些按场景
[01:59:23] 来把某些人的
[01:59:24] 我认为是创造力给他
[01:59:27] 扼杀在这个场景里边
[01:59:28] 那就很奇怪
[01:59:30] 在我来看
[01:59:31] 没有组也就没有leader
[01:59:34] 有推动实际
[01:59:37] 这个项目往前
[01:59:39] 运作的人
[01:59:40] 但是他都是很模糊的
[01:59:43] 就比如说可能这个项目要往前走
[01:59:45] 比如说我们要去Memoir Pro的
[01:59:47] 预训练或说后训练
[01:59:49] 可能有实际往前去推动的人
[01:59:51] 但这个人他并不对
[01:59:53] 参与这个项目的人
[01:59:54] 有绝对的控制权
[01:59:55] 就是没有知己对吗
[01:59:58] 对你可以这么认为
[01:59:59] 但是小米本身是有知己
[02:00:00] 本来我们这个团队的整个的
[02:00:03] 组织结构就是完全结合的
[02:00:06] 没有知己你觉得对于做AI很重要是吗
[02:00:09] 做大模型
[02:00:10] 没有知己没有组
[02:00:12] 这个对于智能涌现本身的意义是什么
[02:00:15] 我觉得平权本身是有价值的
[02:00:18] 就是平权本身是有利于
[02:00:21] 所有人去平等的贡献自己的
[02:00:24] 创造力和智慧
[02:00:26] 我觉得是有价值的
[02:00:28] 对
[02:00:28] 任何层级的组织结构
[02:00:30] 应该一定崇尚都是在
[02:00:33] 在规范和约束
[02:00:36] 然后规范和约束本身
[02:00:37] 我自己认为是压制创造力的
[02:00:40] 然后以及有成绩过后
[02:00:42] 他就默认这个成绩上的人
[02:00:46] 应该有更强的超越所有人的一个智能
[02:00:53] 对
[02:00:55] 这个很奇怪
[02:00:56] 这个界定非常奇怪
[02:00:58] 我觉得不太会存在于是这样的
[02:01:00] 对
[02:01:01] 所以反而更扁平
[02:01:04] 然后尤其是对于最重要的那个leader人
[02:01:07] 他不要有特别强的这种掌控感
[02:01:11] 然后以及这种觉得没了我就不行
[02:01:14] 这种
[02:01:16] 我觉得如果一旦有这样的一个想法
[02:01:19] 反而不是很有利于一个创新团队的发生
[02:01:21] 虽然你说没有管理
[02:01:23] 但实际上怎么管理呢
[02:01:25] 靠热爱驱动管理
[02:01:27] 我觉得
[02:01:28] 这个很重要的
[02:01:29] 我自己发现了
[02:01:30] 关于是最行之有效的方式
[02:01:32] 对
[02:01:33] 就去选择激发大家的热情
[02:01:37] 然后让大家
[02:01:38] 我要着自己愿意信仰的事情
[02:01:40] 去自驱做事
[02:01:42] 我觉得这是我一直比较艰辛的
[02:01:45] 最有效的管理方式
[02:01:47] 你有什么驱动热情的方法
[02:01:48] 让大家认识到一个新的事情
[02:01:52] 让大家去体验
[02:01:53] 其实是驱动他热情非常重要的方式
[02:01:55] 比如说open call
[02:01:56] 这是一种体验方式
[02:01:57] 你看起来用了一个非常极端
[02:01:59] 说你不用
[02:02:00] 你没有
[02:02:00] 一百轮的对话
[02:02:02] 你明天就辞职
[02:02:03] 这是一个非常极端的方式
[02:02:04] 但是你的目的是体验是吗
[02:02:06] 对
[02:02:06] 我也不会追踪去考核
[02:02:08] 我第二天也不会去考核大家
[02:02:09] 说ok你真的有没有用
[02:02:11] 因为我觉得那不关键
[02:02:12] 然后我只在乎
[02:02:14] 你有没有真的去用这个动作
[02:02:16] 是不是真的达到一百轮
[02:02:17] 那只是一个量词而已
[02:02:19] 所以你还有什么
[02:02:20] 用热爱驱动大家的方法体验
[02:02:23] 就其实筛选的时候也很关键
[02:02:25] 就是很多人
[02:02:27] 你可以从他过往的经历看出来
[02:02:29] 他到底是什么人
[02:02:30] 到底是在我要有什么样的目标在做事情
[02:02:34] 对
[02:02:34] 就靠热爱驱动做事情的人的特质会
[02:02:37] 非常的special
[02:02:40] 对
[02:02:40] 就你跟他聊天过后
[02:02:42] 应该就能感受出来
[02:02:43] 也就有的人
[02:02:44] 他会为了很多奇奇怪怪目标做事情
[02:02:46] 但为了热爱驱动做事情的人
[02:02:48] 是非常明显的
[02:02:50] 怎么明显
[02:02:51] 我没有办法
[02:02:52] 就是有很多量化指标
[02:02:53] 但是我去跟他聊天
[02:02:55] 我能直接感受到
[02:02:56] 就是能sense到
[02:02:56] 对
[02:02:57] 你们在这个一梯的模型的训练
[02:02:59] 有失败吗
[02:03:00] 还是一次就成功了
[02:03:03] 看怎么定义失败
[02:03:07] 就比如说你训到
[02:03:09] loss直接飘了这种
[02:03:12] 那应该
[02:03:13] 中途还是发生过那么几次的
[02:03:15] 几次啊
[02:03:16] 几次我现在都不知道几次了
[02:03:19] 反正两三次总是有的
[02:03:21] 对
[02:03:21] 就loss直接飞了
[02:03:23] 然后
[02:03:23] 但是他训
[02:03:26] 比如说
[02:03:29] 训了
[02:03:30] 几百步又回来了
[02:03:33] 那你说这种情况
[02:03:35] 你是应该停下来解决
[02:03:37] 还是应该继续往前训呢
[02:03:38] 解决
[02:03:39] 我们认为是应该要解决
[02:03:41] 就应该停下来解决这个问题
[02:03:43] 对
[02:03:43] 他其实就这样
[02:03:46] 翘上去几百步维护
[02:03:47] 然后又这样下来
[02:03:48] 我们认为应该停下来解决
[02:03:51] 所以就会停下来去解决他
[02:03:53] 让他loss更平稳地度过
[02:03:55] 一般会停下来几天
[02:03:56] 这就不好说了
[02:03:58] 就几天也有可能
[02:03:59] 一两周都有可能
[02:04:00] 就几天也有可能
[02:04:00] 最长的时候有两周
[02:04:02] 停两周焦虑吗
[02:04:04] 不焦虑
[02:04:04] 因为我们又没有什么目标
[02:04:05] 当然了
[02:04:06] 你那么多卡
[02:04:07] 你天天做一堆实验
[02:04:09] 今天我想这么去排擦多
[02:04:11] 感觉是这个原因了
[02:04:12] 快改了又跑
[02:04:13] 发起来第二天看又这样子
[02:04:15] 或者说晚上
[02:04:16] 反正晚上都睡不好
[02:04:17] 然后我经常晚上做梦
[02:04:19] 说为什么loss又spike
[02:04:22] 我烂几天晚上脑袋
[02:04:23] 就这种
[02:04:25] 其实虽然我们没有明确的实验节点
[02:04:28] 但是你还是会崩溃
[02:04:29] 所以
